placeId,nearbyAccidentRadius_m,nearbyAccidentPeriod,nearbyAccidentTotal,nearbyAccidentTypes,nearbyAnnualAvg,cnt_RP_ANIMAL_01,cnt_RP_COLD_01,cnt_RP_CO_01,cnt_RP_DROWN_01,cnt_RP_FALL_CLIFF,cnt_RP_FIRE_01,cnt_RP_HEAT_02,cnt_RP_MACHINE_01,cnt_RP_SLIP_TERRAIN,cnt_RP_TRAFFIC_01,nearbyRiskScore
P388,1000,2020-2021,22,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:7, RP_MACHINE_01:4, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",11.0,1,0,0,0,1,0,0,4,7,9,0.1341
P389,1000,2020-2021,15,"RP_TRAFFIC_01:13, RP_MACHINE_01:2",7.5,0,0,0,0,0,0,0,2,0,13,0.0915
P390,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P391,1000,2020-2021,5,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:2",2.5,0,0,0,0,0,0,0,0,2,3,0.0305
P392,1000,2020-2021,10,"RP_TRAFFIC_01:6, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2",5.0,0,0,0,0,0,0,0,2,2,6,0.061
P393,1000,2020-2021,2,"RP_TRAFFIC_01:1, RP_SLIP_TERRAIN:1",1.0,0,0,0,0,0,0,0,0,1,1,0.0122
P394,1000,2020-2021,26,"RP_SLIP_TERRAIN:10, RP_TRAFFIC_01:9, RP_MACHINE_01:7",13.0,0,0,0,0,0,0,0,7,10,9,0.1585
P395,1000,2020-2021,45,"RP_MACHINE_01:21, RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:11, RP_FALL_CLIFF:1, RP_FIRE_01:1",22.5,0,0,0,0,1,1,0,21,11,11,0.2744
P396,1000,2020-2021,45,"RP_MACHINE_01:21, RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:11, RP_FALL_CLIFF:1, RP_FIRE_01:1",22.5,0,0,0,0,1,1,0,21,11,11,0.2744
P397,1000,2020-2021,45,"RP_MACHINE_01:21, RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:11, RP_FALL_CLIFF:1, RP_FIRE_01:1",22.5,0,0,0,0,1,1,0,21,11,11,0.2744
P398,1000,2020-2021,7,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:1, RP_MACHINE_01:1",3.5,0,0,0,0,0,0,0,1,5,1,0.0427
P399,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P400,1000,2020-2021,20,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:6, RP_MACHINE_01:3, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",10.0,1,0,0,0,1,0,0,3,6,9,0.122
P401,1000,2020-2021,57,"RP_MACHINE_01:22, RP_SLIP_TERRAIN:19, RP_TRAFFIC_01:15, RP_FALL_CLIFF:1",28.5,0,0,0,0,1,0,0,22,19,15,0.3476
P402,1000,2020-2021,6,RP_TRAFFIC_01:6,3.0,0,0,0,0,0,0,0,0,0,6,0.0366
P403,1000,2020-2021,29,"RP_SLIP_TERRAIN:10, RP_TRAFFIC_01:8, RP_MACHINE_01:4, RP_ANIMAL_01:4, RP_DROWN_01:3",14.5,4,0,0,3,0,0,0,4,10,8,0.1768
P405,1000,2020-2021,19,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:7, RP_MACHINE_01:3, RP_CO_01:1",9.5,0,0,1,0,0,0,0,3,7,8,0.1159
P406,1000,2020-2021,40,"RP_TRAFFIC_01:17, RP_MACHINE_01:13, RP_SLIP_TERRAIN:8, RP_CO_01:1, RP_ANIMAL_01:1",20.0,1,0,1,0,0,0,0,13,8,17,0.2439
P407,1000,2020-2021,13,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:2, RP_MACHINE_01:2, RP_ANIMAL_01:1",6.5,1,0,0,0,0,0,0,2,2,8,0.0793
P408,1000,2020-2021,7,"RP_SLIP_TERRAIN:4, RP_MACHINE_01:1, RP_FALL_CLIFF:1, RP_ANIMAL_01:1",3.5,1,0,0,0,1,0,0,1,4,0,0.0427
P409,1000,2020-2021,15,"RP_SLIP_TERRAIN:7, RP_MACHINE_01:5, RP_TRAFFIC_01:3",7.5,0,0,0,0,0,0,0,5,7,3,0.0915
P410,1000,2020-2021,29,"RP_SLIP_TERRAIN:13, RP_MACHINE_01:6, RP_FALL_CLIFF:5, RP_TRAFFIC_01:5",14.5,0,0,0,0,5,0,0,6,13,5,0.1768
P411,1000,2020-2021,51,"RP_SLIP_TERRAIN:17, RP_MACHINE_01:16, RP_TRAFFIC_01:14, RP_ANIMAL_01:2, RP_DROWN_01:2",25.5,2,0,0,2,0,0,0,16,17,14,0.311
P412,1000,2020-2021,14,"RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:3",7.0,0,0,0,0,0,0,0,0,3,11,0.0854
P413,1000,2020-2021,8,"RP_TRAFFIC_01:3, RP_DROWN_01:2, RP_SLIP_TERRAIN:2, RP_MACHINE_01:1",4.0,0,0,0,2,0,0,0,1,2,3,0.0488
P414,1000,2020-2021,16,"RP_TRAFFIC_01:10, RP_ANIMAL_01:2, RP_SLIP_TERRAIN:2, RP_MACHINE_01:1, RP_HEAT_02:1",8.0,2,0,0,0,0,0,1,1,2,10,0.0976
P415,1000,2020-2021,12,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:3, RP_MACHINE_01:1",6.0,0,0,0,0,0,0,0,1,3,8,0.0732
P416,1000,2020-2021,18,"RP_SLIP_TERRAIN:8, RP_MACHINE_01:5, RP_TRAFFIC_01:2, RP_DROWN_01:1, RP_FALL_CLIFF:1, RP_CO_01:1",9.0,0,0,1,1,1,0,0,5,8,2,0.1098
P417,1000,2020-2021,16,"RP_SLIP_TERRAIN:8, RP_TRAFFIC_01:5, RP_FALL_CLIFF:2, RP_ANIMAL_01:1",8.0,1,0,0,0,2,0,0,0,8,5,0.0976
P418,1000,2020-2021,42,"RP_SLIP_TERRAIN:13, RP_TRAFFIC_01:12, RP_MACHINE_01:11, RP_FALL_CLIFF:3, RP_ANIMAL_01:2, RP_HEAT_02:1",21.0,2,0,0,0,3,0,1,11,13,12,0.2561
P419,1000,2020-2021,8,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1",4.0,1,0,0,0,0,0,0,0,2,5,0.0488
P420,1000,2020-2021,18,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:3, RP_MACHINE_01:3, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",9.0,1,0,0,0,1,0,0,3,3,10,0.1098
P421,1000,2020-2021,17,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:2, RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_MACHINE_01:1",8.5,1,0,0,0,1,0,0,1,2,12,0.1037
P422,1000,2020-2021,17,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:2, RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_MACHINE_01:1",8.5,1,0,0,0,1,0,0,1,2,12,0.1037
P423,1000,2020-2021,9,"RP_TRAFFIC_01:6, RP_MACHINE_01:1, RP_SLIP_TERRAIN:1, RP_FALL_CLIFF:1",4.5,0,0,0,0,1,0,0,1,1,6,0.0549
P424,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P425,1000,2020-2021,2,"RP_TRAFFIC_01:1, RP_SLIP_TERRAIN:1",1.0,0,0,0,0,0,0,0,0,1,1,0.0122
P426,1000,2020-2021,15,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:5, RP_MACHINE_01:2",7.5,0,0,0,0,0,0,0,2,5,8,0.0915
P427,1000,2020-2021,5,RP_TRAFFIC_01:5,2.5,0,0,0,0,0,0,0,0,0,5,0.0305
P428,1000,2020-2021,13,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:3, RP_MACHINE_01:2",6.5,0,0,0,0,0,0,0,2,3,8,0.0793
P429,1000,2020-2021,16,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1, RP_MACHINE_01:1",8.0,1,0,0,0,0,0,0,1,2,12,0.0976
P430,1000,2020-2021,15,"RP_SLIP_TERRAIN:8, RP_TRAFFIC_01:3, RP_MACHINE_01:1, RP_DROWN_01:1, RP_ANIMAL_01:1, RP_FALL_CLIFF:1",7.5,1,0,0,1,1,0,0,1,8,3,0.0915
P431,1000,2020-2021,18,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:5, RP_MACHINE_01:2, RP_FALL_CLIFF:1",9.0,0,0,0,0,1,0,0,2,5,10,0.1098
P432,1000,2020-2021,18,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:5, RP_MACHINE_01:2, RP_FALL_CLIFF:1",9.0,0,0,0,0,1,0,0,2,5,10,0.1098
P433,1000,2020-2021,12,"RP_TRAFFIC_01:8, RP_MACHINE_01:2, RP_SLIP_TERRAIN:1, RP_ANIMAL_01:1",6.0,1,0,0,0,0,0,0,2,1,8,0.0732
P434,1000,2020-2021,4,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:1",2.0,0,0,0,0,0,0,0,0,1,3,0.0244
P435,1000,2020-2021,25,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:7, RP_MACHINE_01:3, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_CO_01:1, RP_DROWN_01:1",12.5,2,0,1,1,1,0,0,3,7,10,0.1524
P436,1000,2020-2021,12,RP_TRAFFIC_01:12,6.0,0,0,0,0,0,0,0,0,0,12,0.0732
P437,1000,2020-2021,6,"RP_TRAFFIC_01:4, RP_SLIP_TERRAIN:2",3.0,0,0,0,0,0,0,0,0,2,4,0.0366
P438,1000,2020-2021,25,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:7, RP_MACHINE_01:3, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_CO_01:1, RP_DROWN_01:1",12.5,2,0,1,1,1,0,0,3,7,10,0.1524
P439,1000,2020-2021,7,"RP_TRAFFIC_01:4, RP_FALL_CLIFF:1, RP_MACHINE_01:1, RP_SLIP_TERRAIN:1",3.5,0,0,0,0,1,0,0,1,1,4,0.0427
P440,1000,2020-2021,8,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:2, RP_HEAT_02:1",4.0,0,0,0,0,0,0,1,0,2,5,0.0488
P441,1000,2020-2021,10,"RP_TRAFFIC_01:7, RP_MACHINE_01:1, RP_SLIP_TERRAIN:1, RP_FALL_CLIFF:1",5.0,0,0,0,0,1,0,0,1,1,7,0.061
P442,1000,2020-2021,19,"RP_TRAFFIC_01:10, RP_MACHINE_01:4, RP_SLIP_TERRAIN:3, RP_CO_01:1, RP_FALL_CLIFF:1",9.5,0,0,1,0,1,0,0,4,3,10,0.1159
P443,1000,2020-2021,24,"RP_TRAFFIC_01:18, RP_SLIP_TERRAIN:4, RP_MACHINE_01:1, RP_ANIMAL_01:1",12.0,1,0,0,0,0,0,0,1,4,18,0.1463
P444,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P445,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P446,1000,2020-2021,12,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:2, RP_MACHINE_01:2",6.0,0,0,0,0,0,0,0,2,2,8,0.0732
P447,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P448,1000,2020-2021,9,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1, RP_MACHINE_01:1",4.5,1,0,0,0,0,0,0,1,2,5,0.0549
P449,1000,2020-2021,23,"RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:6, RP_DROWN_01:2, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_MACHINE_01:1",11.5,2,0,0,2,1,0,0,1,6,11,0.1402
P450,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P451,1000,2020-2021,8,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:2, RP_MACHINE_01:1",4.0,0,0,0,0,0,0,0,1,2,5,0.0488
P452,1000,2020-2021,1,RP_SLIP_TERRAIN:1,0.5,0,0,0,0,0,0,0,0,1,0,0.0061
P453,1000,2020-2021,25,"RP_SLIP_TERRAIN:12, RP_TRAFFIC_01:6, RP_MACHINE_01:5, RP_FALL_CLIFF:2",12.5,0,0,0,0,2,0,0,5,12,6,0.1524
P454,1000,2020-2021,4,"RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:2",2.0,0,0,0,0,0,0,0,0,2,2,0.0244
P455,1000,2020-2021,6,RP_TRAFFIC_01:6,3.0,0,0,0,0,0,0,0,0,0,6,0.0366
P456,1000,2020-2021,2,RP_SLIP_TERRAIN:2,1.0,0,0,0,0,0,0,0,0,2,0,0.0122
P457,1000,2020-2021,2,RP_SLIP_TERRAIN:2,1.0,0,0,0,0,0,0,0,0,2,0,0.0122
P458,1000,2020-2021,11,"RP_MACHINE_01:3, RP_ANIMAL_01:3, RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:2",5.5,3,0,0,0,0,0,0,3,2,3,0.0671
P459,1000,2020-2021,7,"RP_TRAFFIC_01:6, RP_FALL_CLIFF:1",3.5,0,0,0,0,1,0,0,0,0,6,0.0427
P461,1000,2020-2021,5,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:2",2.5,0,0,0,0,0,0,0,0,2,3,0.0305
P462,1000,2020-2021,32,"RP_TRAFFIC_01:12, RP_MACHINE_01:9, RP_SLIP_TERRAIN:8, RP_ANIMAL_01:2, RP_DROWN_01:1",16.0,2,0,0,1,0,0,0,9,8,12,0.1951
P463,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P464,1000,2020-2021,13,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:3, RP_MACHINE_01:2",6.5,0,0,0,0,0,0,0,2,3,8,0.0793
P465,1000,2020-2021,13,"RP_SLIP_TERRAIN:4, RP_TRAFFIC_01:4, RP_MACHINE_01:4, RP_FALL_CLIFF:1",6.5,0,0,0,0,1,0,0,4,4,4,0.0793
P466,1000,2020-2021,5,"RP_SLIP_TERRAIN:4, RP_FALL_CLIFF:1",2.5,0,0,0,0,1,0,0,0,4,0,0.0305
P467,1000,2020-2021,12,"RP_TRAFFIC_01:4, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_DROWN_01:1",6.0,2,0,0,1,1,0,0,2,2,4,0.0732
P468,1000,2020-2021,13,"RP_TRAFFIC_01:11, RP_MACHINE_01:1, RP_FALL_CLIFF:1",6.5,0,0,0,0,1,0,0,1,0,11,0.0793
P469,1000,2020-2021,8,RP_TRAFFIC_01:8,4.0,0,0,0,0,0,0,0,0,0,8,0.0488
P470,1000,2020-2021,1,RP_ANIMAL_01:1,0.5,1,0,0,0,0,0,0,0,0,0,0.0061
P471,1000,2020-2021,21,"RP_SLIP_TERRAIN:12, RP_TRAFFIC_01:6, RP_MACHINE_01:3",10.5,0,0,0,0,0,0,0,3,12,6,0.128
P472,1000,2020-2021,16,"RP_TRAFFIC_01:12, RP_FALL_CLIFF:1, RP_SLIP_TERRAIN:1, RP_ANIMAL_01:1, RP_MACHINE_01:1",8.0,1,0,0,0,1,0,0,1,1,12,0.0976
P473,1000,2020-2021,9,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:3",4.5,0,0,0,0,0,0,0,0,3,6,0.0549
P474,1000,2020-2021,10,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:2, RP_MACHINE_01:2, RP_DROWN_01:1",5.0,0,0,0,1,0,0,0,2,2,5,0.061
P475,1000,2020-2021,6,"RP_MACHINE_01:4, RP_TRAFFIC_01:1, RP_SLIP_TERRAIN:1",3.0,0,0,0,0,0,0,0,4,1,1,0.0366
P477,1000,2020-2021,8,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:2",4.0,0,0,0,0,0,0,0,0,2,6,0.0488
P478,1000,2020-2021,32,"RP_TRAFFIC_01:13, RP_SLIP_TERRAIN:8, RP_MACHINE_01:8, RP_ANIMAL_01:2, RP_DROWN_01:1",16.0,2,0,0,1,0,0,0,8,8,13,0.1951
P479,1000,2020-2021,9,"RP_SLIP_TERRAIN:4, RP_MACHINE_01:2, RP_ANIMAL_01:1, RP_FALL_CLIFF:1, RP_TRAFFIC_01:1",4.5,1,0,0,0,1,0,0,2,4,1,0.0549
P480,1000,2020-2021,63,"RP_SLIP_TERRAIN:35, RP_MACHINE_01:20, RP_TRAFFIC_01:3, RP_DROWN_01:3, RP_ANIMAL_01:2",31.5,2,0,0,3,0,0,0,20,35,3,0.3841
P481,1000,2020-2021,37,"RP_SLIP_TERRAIN:16, RP_TRAFFIC_01:14, RP_MACHINE_01:5, RP_DROWN_01:2",18.5,0,0,0,2,0,0,0,5,16,14,0.2256
P482,1000,2020-2021,35,"RP_SLIP_TERRAIN:17, RP_MACHINE_01:7, RP_TRAFFIC_01:6, RP_ANIMAL_01:2, RP_FALL_CLIFF:2, RP_CO_01:1",17.5,2,0,1,0,2,0,0,7,17,6,0.2134
P483,1000,2020-2021,24,"RP_TRAFFIC_01:18, RP_SLIP_TERRAIN:4, RP_MACHINE_01:1, RP_ANIMAL_01:1",12.0,1,0,0,0,0,0,0,1,4,18,0.1463
P484,1000,2020-2021,16,"RP_SLIP_TERRAIN:5, RP_MACHINE_01:4, RP_TRAFFIC_01:3, RP_ANIMAL_01:2, RP_DROWN_01:1, RP_FALL_CLIFF:1",8.0,2,0,0,1,1,0,0,4,5,3,0.0976
P485,1000,2020-2021,12,"RP_SLIP_TERRAIN:6, RP_TRAFFIC_01:3, RP_MACHINE_01:2, RP_FALL_CLIFF:1",6.0,0,0,0,0,1,0,0,2,6,3,0.0732
P486,1000,2020-2021,24,"RP_TRAFFIC_01:18, RP_SLIP_TERRAIN:4, RP_MACHINE_01:1, RP_ANIMAL_01:1",12.0,1,0,0,0,0,0,0,1,4,18,0.1463
P487,1000,2020-2021,16,"RP_TRAFFIC_01:6, RP_MACHINE_01:6, RP_SLIP_TERRAIN:3, RP_FALL_CLIFF:1",8.0,0,0,0,0,1,0,0,6,3,6,0.0976
P488,1000,2020-2021,16,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:4, RP_MACHINE_01:4, RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_DROWN_01:1",8.0,1,0,0,1,1,0,0,4,5,4,0.0976
P489,1000,2020-2021,29,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:8, RP_MACHINE_01:6, RP_ANIMAL_01:2, RP_DROWN_01:1",14.5,2,0,0,1,0,0,0,6,8,12,0.1768
P490,1000,2020-2021,10,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:4",5.0,0,0,0,0,0,0,0,0,4,6,0.061
P491,1000,2020-2021,66,"RP_SLIP_TERRAIN:26, RP_MACHINE_01:23, RP_TRAFFIC_01:11, RP_ANIMAL_01:4, RP_DROWN_01:1, RP_CO_01:1",33.0,4,0,1,1,0,0,0,23,26,11,0.4024
P492,1000,2020-2021,2,RP_SLIP_TERRAIN:2,1.0,0,0,0,0,0,0,0,0,2,0,0.0122
P493,1000,2020-2021,10,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:4, RP_ANIMAL_01:1",5.0,1,0,0,0,0,0,0,0,4,5,0.061
P494,1000,2020-2021,12,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:4, RP_ANIMAL_01:2, RP_MACHINE_01:1",6.0,2,0,0,0,0,0,0,1,4,5,0.0732
P495,1000,2020-2021,7,"RP_SLIP_TERRAIN:4, RP_TRAFFIC_01:2, RP_ANIMAL_01:1",3.5,1,0,0,0,0,0,0,0,4,2,0.0427
P496,1000,2020-2021,12,"RP_TRAFFIC_01:6, RP_MACHINE_01:3, RP_SLIP_TERRAIN:3",6.0,0,0,0,0,0,0,0,3,3,6,0.0732
P497,1000,2020-2021,10,"RP_MACHINE_01:3, RP_ANIMAL_01:3, RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:2",5.0,3,0,0,0,0,0,0,3,2,2,0.061
P498,1000,2020-2021,8,"RP_SLIP_TERRAIN:4, RP_TRAFFIC_01:3, RP_ANIMAL_01:1",4.0,1,0,0,0,0,0,0,0,4,3,0.0488
P499,1000,2020-2021,22,"RP_TRAFFIC_01:18, RP_MACHINE_01:3, RP_SLIP_TERRAIN:1",11.0,0,0,0,0,0,0,0,3,1,18,0.1341
P500,1000,2020-2021,30,"RP_SLIP_TERRAIN:12, RP_TRAFFIC_01:11, RP_MACHINE_01:5, RP_DROWN_01:2",15.0,0,0,0,2,0,0,0,5,12,11,0.1829
P501,1000,2020-2021,8,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:3, RP_MACHINE_01:2",4.0,0,0,0,0,0,0,0,2,3,3,0.0488
P502,1000,2020-2021,7,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:1",3.5,0,0,0,0,0,0,0,0,1,6,0.0427
P503,1000,2020-2021,9,"RP_SLIP_TERRAIN:4, RP_MACHINE_01:2, RP_ANIMAL_01:1, RP_FALL_CLIFF:1, RP_TRAFFIC_01:1",4.5,1,0,0,0,1,0,0,2,4,1,0.0549
P504,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P505,1000,2020-2021,9,"RP_TRAFFIC_01:2, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2, RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_DROWN_01:1",4.5,1,0,0,1,1,0,0,2,2,2,0.0549
P506,1000,2020-2021,1,RP_SLIP_TERRAIN:1,0.5,0,0,0,0,0,0,0,0,1,0,0.0061
P507,1000,2020-2021,16,"RP_TRAFFIC_01:12, RP_SLIP_TERRAIN:2, RP_FALL_CLIFF:1, RP_MACHINE_01:1",8.0,0,0,0,0,1,0,0,1,2,12,0.0976
P508,1000,2020-2021,8,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:3, RP_MACHINE_01:2",4.0,0,0,0,0,0,0,0,2,3,3,0.0488
P509,1000,2020-2021,3,"RP_TRAFFIC_01:2, RP_FALL_CLIFF:1",1.5,0,0,0,0,1,0,0,0,0,2,0.0183
P510,1000,2020-2021,11,"RP_MACHINE_01:4, RP_ANIMAL_01:3, RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:2",5.5,3,0,0,0,0,0,0,4,2,2,0.0671
P511,1000,2020-2021,8,"RP_TRAFFIC_01:7, RP_SLIP_TERRAIN:1",4.0,0,0,0,0,0,0,0,0,1,7,0.0488
P512,1000,2020-2021,34,"RP_SLIP_TERRAIN:15, RP_TRAFFIC_01:11, RP_MACHINE_01:4, RP_DROWN_01:3, RP_ANIMAL_01:1",17.0,1,0,0,3,0,0,0,4,15,11,0.2073
P513,1000,2020-2021,26,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:8, RP_MACHINE_01:5, RP_FALL_CLIFF:2, RP_CO_01:1",13.0,0,0,1,0,2,0,0,5,8,10,0.1585
P514,1000,2020-2021,17,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:4, RP_MACHINE_01:3, RP_ANIMAL_01:1",8.5,1,0,0,0,0,0,0,3,4,9,0.1037
P515,1000,2020-2021,17,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:6, RP_MACHINE_01:2, RP_FALL_CLIFF:1",8.5,0,0,0,0,1,0,0,2,6,8,0.1037
P516,1000,2020-2021,5,RP_TRAFFIC_01:5,2.5,0,0,0,0,0,0,0,0,0,5,0.0305
P517,1000,2020-2021,15,"RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1, RP_MACHINE_01:1",7.5,1,0,0,0,0,0,0,1,2,11,0.0915
P518,1000,2020-2021,7,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:1",3.5,0,0,0,0,0,0,0,0,1,6,0.0427
P519,1000,2020-2021,6,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:1",3.0,0,0,0,0,0,0,0,0,5,1,0.0366
P520,1000,2020-2021,14,"RP_TRAFFIC_01:7, RP_MACHINE_01:4, RP_SLIP_TERRAIN:3",7.0,0,0,0,0,0,0,0,4,3,7,0.0854
P521,1000,2020-2021,14,"RP_TRAFFIC_01:8, RP_SLIP_TERRAIN:5, RP_ANIMAL_01:1",7.0,1,0,0,0,0,0,0,0,5,8,0.0854
P522,1000,2020-2021,4,"RP_SLIP_TERRAIN:3, RP_MACHINE_01:1",2.0,0,0,0,0,0,0,0,1,3,0,0.0244
P523,1000,2020-2021,3,"RP_TRAFFIC_01:2, RP_FALL_CLIFF:1",1.5,0,0,0,0,1,0,0,0,0,2,0.0183
P524,1000,2020-2021,3,"RP_FALL_CLIFF:1, RP_ANIMAL_01:1, RP_MACHINE_01:1",1.5,1,0,0,0,1,0,0,1,0,0,0.0183
P525,1000,2020-2021,14,RP_TRAFFIC_01:14,7.0,0,0,0,0,0,0,0,0,0,14,0.0854
P526,1000,2020-2021,4,"RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:1, RP_MACHINE_01:1",2.0,0,0,0,0,0,0,0,1,2,1,0.0244
P527,1000,2020-2021,8,"RP_SLIP_TERRAIN:6, RP_TRAFFIC_01:2",4.0,0,0,0,0,0,0,0,0,6,2,0.0488
P528,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P529,1000,2020-2021,11,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:4, RP_FALL_CLIFF:1, RP_MACHINE_01:1",5.5,0,0,0,0,1,0,0,1,5,4,0.0671
P530,1000,2020-2021,14,"RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:2, RP_FALL_CLIFF:1, RP_MACHINE_01:1",7.0,0,0,0,0,1,0,0,1,2,10,0.0854
P531,1000,2020-2021,16,"RP_TRAFFIC_01:15, RP_SLIP_TERRAIN:1",8.0,0,0,0,0,0,0,0,0,1,15,0.0976
P533,1000,2020-2021,5,"RP_MACHINE_01:2, RP_TRAFFIC_01:2, RP_SLIP_TERRAIN:1",2.5,0,0,0,0,0,0,0,2,1,2,0.0305
P534,1000,2020-2021,18,"RP_TRAFFIC_01:15, RP_SLIP_TERRAIN:2, RP_MACHINE_01:1",9.0,0,0,0,0,0,0,0,1,2,15,0.1098
P535,1000,2020-2021,7,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:1",3.5,0,0,0,0,0,0,0,0,1,6,0.0427
P536,1000,2020-2021,15,"RP_TRAFFIC_01:12, RP_MACHINE_01:1, RP_SLIP_TERRAIN:1, RP_COLD_01:1",7.5,0,1,0,0,0,0,0,1,1,12,0.0915
P537,1000,2020-2021,13,"RP_TRAFFIC_01:5, RP_SLIP_TERRAIN:4, RP_FALL_CLIFF:2, RP_MACHINE_01:2",6.5,0,0,0,0,2,0,0,2,4,5,0.0793
P538,1000,2020-2021,46,"RP_TRAFFIC_01:16, RP_SLIP_TERRAIN:13, RP_MACHINE_01:12, RP_ANIMAL_01:2, RP_CO_01:1, RP_DROWN_01:1, RP_FALL_CLIFF:1",23.0,2,0,1,1,1,0,0,12,13,16,0.2805
