placeId,nearbyAccidentRadius_m,nearbyAccidentPeriod,nearbyAccidentTotal,nearbyAccidentTypes,nearbyAnnualAvg,cnt_RP_ANIMAL_01,cnt_RP_COLD_01,cnt_RP_CO_01,cnt_RP_DROWN_01,cnt_RP_FALL_CLIFF,cnt_RP_FIRE_01,cnt_RP_HEAT_02,cnt_RP_MACHINE_01,cnt_RP_SLIP_TERRAIN,cnt_RP_TRAFFIC_01,nearbyRiskScore
P128,1000,2020-2021,8,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:2, RP_ANIMAL_01:1",4.0,1,0,0,0,0,0,0,0,5,2,0.0488
P129,1000,2020-2021,9,"RP_TRAFFIC_01:6, RP_SLIP_TERRAIN:3",4.5,0,0,0,0,0,0,0,0,3,6,0.0549
P130,1000,2020-2021,8,"RP_TRAFFIC_01:4, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1, RP_MACHINE_01:1",4.0,1,0,0,0,0,0,0,1,2,4,0.0488
P131,1000,2020-2021,49,"RP_SLIP_TERRAIN:17, RP_MACHINE_01:16, RP_TRAFFIC_01:13, RP_FALL_CLIFF:2, RP_CO_01:1",24.5,0,0,1,0,2,0,0,16,17,13,0.2988
P132,1000,2020-2021,71,"RP_SLIP_TERRAIN:31, RP_MACHINE_01:25, RP_TRAFFIC_01:7, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:1",35.5,4,0,0,3,1,0,0,25,31,7,0.4329
P133,1000,2020-2021,157,"RP_TRAFFIC_01:84, RP_SLIP_TERRAIN:51, RP_MACHINE_01:12, RP_FALL_CLIFF:6, RP_ANIMAL_01:2, RP_DROWN_01:1, RP_CO_01:1",78.5,2,0,1,1,6,0,0,12,51,84,0.9573
P134,1000,2020-2021,104,"RP_SLIP_TERRAIN:54, RP_MACHINE_01:28, RP_TRAFFIC_01:16, RP_DROWN_01:3, RP_ANIMAL_01:2, RP_CO_01:1",52.0,2,0,1,3,0,0,0,28,54,16,0.6341
P135,1000,2020-2021,98,"RP_SLIP_TERRAIN:51, RP_MACHINE_01:29, RP_TRAFFIC_01:13, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_CO_01:1",49.0,2,0,1,2,0,0,0,29,51,13,0.5976
P136,1000,2020-2021,102,"RP_SLIP_TERRAIN:53, RP_MACHINE_01:27, RP_TRAFFIC_01:16, RP_DROWN_01:3, RP_ANIMAL_01:2, RP_CO_01:1",51.0,2,0,1,3,0,0,0,27,53,16,0.622
P137,1000,2020-2021,73,"RP_SLIP_TERRAIN:33, RP_MACHINE_01:21, RP_TRAFFIC_01:16, RP_DROWN_01:1, RP_ANIMAL_01:1, RP_CO_01:1",36.5,1,0,1,1,0,0,0,21,33,16,0.4451
P138,1000,2020-2021,104,"RP_SLIP_TERRAIN:54, RP_MACHINE_01:28, RP_TRAFFIC_01:16, RP_DROWN_01:3, RP_ANIMAL_01:2, RP_CO_01:1",52.0,2,0,1,3,0,0,0,28,54,16,0.6341
P139,1000,2020-2021,63,"RP_SLIP_TERRAIN:31, RP_MACHINE_01:22, RP_DROWN_01:5, RP_TRAFFIC_01:4, RP_ANIMAL_01:1",31.5,1,0,0,5,0,0,0,22,31,4,0.3841
P140,1000,2020-2021,57,"RP_MACHINE_01:23, RP_SLIP_TERRAIN:19, RP_TRAFFIC_01:12, RP_FALL_CLIFF:2, RP_FIRE_01:1",28.5,0,0,0,0,2,1,0,23,19,12,0.3476
P142,1000,2020-2021,3,"RP_MACHINE_01:2, RP_CO_01:1",1.5,0,0,1,0,0,0,0,2,0,0,0.0183
P143,1000,2020-2021,63,"RP_SLIP_TERRAIN:35, RP_MACHINE_01:20, RP_TRAFFIC_01:3, RP_DROWN_01:3, RP_ANIMAL_01:2",31.5,2,0,0,3,0,0,0,20,35,3,0.3841
P144,1000,2020-2021,101,"RP_SLIP_TERRAIN:54, RP_MACHINE_01:29, RP_TRAFFIC_01:12, RP_DROWN_01:3, RP_ANIMAL_01:2, RP_CO_01:1",50.5,2,0,1,3,0,0,0,29,54,12,0.6159
P145,1000,2020-2021,1,RP_DROWN_01:1,0.5,0,0,0,1,0,0,0,0,0,0,0.0061
P146,1000,2020-2021,77,"RP_SLIP_TERRAIN:28, RP_MACHINE_01:22, RP_TRAFFIC_01:15, RP_ANIMAL_01:4, RP_FALL_CLIFF:4, RP_DROWN_01:3, RP_FIRE_01:1",38.5,4,0,0,3,4,1,0,22,28,15,0.4695
P147,1000,2020-2021,77,"RP_SLIP_TERRAIN:27, RP_MACHINE_01:22, RP_TRAFFIC_01:16, RP_ANIMAL_01:4, RP_FALL_CLIFF:4, RP_DROWN_01:3, RP_FIRE_01:1",38.5,4,0,0,3,4,1,0,22,27,16,0.4695
P148,1000,2020-2021,80,"RP_SLIP_TERRAIN:32, RP_MACHINE_01:30, RP_TRAFFIC_01:9, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:2",40.0,4,0,0,3,2,0,0,30,32,9,0.4878
P149,1000,2020-2021,3,RP_SLIP_TERRAIN:3,1.5,0,0,0,0,0,0,0,0,3,0,0.0183
P150,1000,2020-2021,48,"RP_TRAFFIC_01:17, RP_MACHINE_01:16, RP_SLIP_TERRAIN:10, RP_ANIMAL_01:3, RP_FIRE_01:1, RP_DROWN_01:1",24.0,3,0,0,1,0,1,0,16,10,17,0.2927
P151,1000,2020-2021,80,"RP_SLIP_TERRAIN:30, RP_MACHINE_01:28, RP_TRAFFIC_01:13, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:2",40.0,4,0,0,3,2,0,0,28,30,13,0.4878
P152,1000,2020-2021,92,"RP_SLIP_TERRAIN:37, RP_MACHINE_01:30, RP_TRAFFIC_01:20, RP_FALL_CLIFF:3, RP_DROWN_01:1, RP_ANIMAL_01:1",46.0,1,0,0,1,3,0,0,30,37,20,0.561
P153,1000,2020-2021,20,"RP_SLIP_TERRAIN:10, RP_MACHINE_01:4, RP_TRAFFIC_01:4, RP_FALL_CLIFF:2",10.0,0,0,0,0,2,0,0,4,10,4,0.122
P154,1000,2020-2021,96,"RP_SLIP_TERRAIN:50, RP_MACHINE_01:28, RP_TRAFFIC_01:13, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_CO_01:1",48.0,2,0,1,2,0,0,0,28,50,13,0.5854
P155,1000,2020-2021,92,"RP_SLIP_TERRAIN:40, RP_MACHINE_01:28, RP_TRAFFIC_01:16, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:1",46.0,1,0,0,2,5,0,0,28,40,16,0.561
P156,1000,2020-2021,96,"RP_SLIP_TERRAIN:38, RP_MACHINE_01:30, RP_TRAFFIC_01:19, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",48.0,2,0,0,2,5,0,0,30,38,19,0.5854
P157,1000,2020-2021,8,"RP_TRAFFIC_01:5, RP_ANIMAL_01:1, RP_SLIP_TERRAIN:1, RP_MACHINE_01:1",4.0,1,0,0,0,0,0,0,1,1,5,0.0488
P158,1000,2020-2021,97,"RP_SLIP_TERRAIN:39, RP_MACHINE_01:30, RP_TRAFFIC_01:19, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",48.5,2,0,0,2,5,0,0,30,39,19,0.5915
P159,1000,2020-2021,94,"RP_SLIP_TERRAIN:40, RP_MACHINE_01:30, RP_TRAFFIC_01:19, RP_FALL_CLIFF:3, RP_DROWN_01:1, RP_ANIMAL_01:1",47.0,1,0,0,1,3,0,0,30,40,19,0.5732
P160,1000,2020-2021,87,"RP_SLIP_TERRAIN:39, RP_MACHINE_01:27, RP_TRAFFIC_01:14, RP_FALL_CLIFF:4, RP_DROWN_01:2, RP_ANIMAL_01:1",43.5,1,0,0,2,4,0,0,27,39,14,0.5305
P161,1000,2020-2021,88,"RP_SLIP_TERRAIN:40, RP_MACHINE_01:27, RP_TRAFFIC_01:14, RP_FALL_CLIFF:4, RP_DROWN_01:2, RP_ANIMAL_01:1",44.0,1,0,0,2,4,0,0,27,40,14,0.5366
P162,1000,2020-2021,31,"RP_SLIP_TERRAIN:18, RP_MACHINE_01:5, RP_TRAFFIC_01:3, RP_FALL_CLIFF:2, RP_ANIMAL_01:2, RP_DROWN_01:1",15.5,2,0,0,1,2,0,0,5,18,3,0.189
P163,1000,2020-2021,84,"RP_MACHINE_01:31, RP_SLIP_TERRAIN:30, RP_TRAFFIC_01:13, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:2, RP_CO_01:1",42.0,4,0,1,3,2,0,0,31,30,13,0.5122
P164,1000,2020-2021,87,"RP_SLIP_TERRAIN:33, RP_MACHINE_01:31, RP_TRAFFIC_01:14, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:2",43.5,4,0,0,3,2,0,0,31,33,14,0.5305
P165,1000,2020-2021,28,"RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:6, RP_ANIMAL_01:4, RP_MACHINE_01:3, RP_DROWN_01:2, RP_CO_01:1, RP_FALL_CLIFF:1",14.0,4,0,1,2,1,0,0,3,11,6,0.1707
P166,1000,2020-2021,86,"RP_SLIP_TERRAIN:42, RP_MACHINE_01:24, RP_TRAFFIC_01:15, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_CO_01:1",43.0,2,0,1,2,0,0,0,24,42,15,0.5244
P167,1000,2020-2021,35,"RP_SLIP_TERRAIN:20, RP_TRAFFIC_01:5, RP_MACHINE_01:5, RP_FALL_CLIFF:2, RP_ANIMAL_01:2, RP_DROWN_01:1",17.5,2,0,0,1,2,0,0,5,20,5,0.2134
P168,1000,2020-2021,100,"RP_SLIP_TERRAIN:41, RP_MACHINE_01:31, RP_TRAFFIC_01:19, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",50.0,2,0,0,2,5,0,0,31,41,19,0.6098
P169,1000,2020-2021,81,"RP_SLIP_TERRAIN:35, RP_MACHINE_01:26, RP_TRAFFIC_01:15, RP_DROWN_01:2, RP_FALL_CLIFF:2, RP_ANIMAL_01:1",40.5,1,0,0,2,2,0,0,26,35,15,0.4939
P170,1000,2020-2021,97,"RP_SLIP_TERRAIN:39, RP_MACHINE_01:30, RP_TRAFFIC_01:19, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",48.5,2,0,0,2,5,0,0,30,39,19,0.5915
P171,1000,2020-2021,46,"RP_SLIP_TERRAIN:20, RP_MACHINE_01:11, RP_TRAFFIC_01:8, RP_ANIMAL_01:4, RP_FALL_CLIFF:2, RP_CO_01:1",23.0,4,0,1,0,2,0,0,11,20,8,0.2805
P172,1000,2020-2021,45,"RP_MACHINE_01:16, RP_TRAFFIC_01:14, RP_SLIP_TERRAIN:10, RP_ANIMAL_01:3, RP_FIRE_01:1, RP_DROWN_01:1",22.5,3,0,0,1,0,1,0,16,10,14,0.2744
P173,1000,2020-2021,28,"RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:6, RP_ANIMAL_01:4, RP_MACHINE_01:3, RP_DROWN_01:2, RP_CO_01:1, RP_FALL_CLIFF:1",14.0,4,0,1,2,1,0,0,3,11,6,0.1707
P174,1000,2020-2021,30,"RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:7, RP_MACHINE_01:4, RP_ANIMAL_01:3, RP_DROWN_01:3, RP_CO_01:1, RP_FALL_CLIFF:1",15.0,3,0,1,3,1,0,0,4,11,7,0.1829
P175,1000,2020-2021,30,"RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:7, RP_MACHINE_01:4, RP_ANIMAL_01:3, RP_DROWN_01:3, RP_CO_01:1, RP_FALL_CLIFF:1",15.0,3,0,1,3,1,0,0,4,11,7,0.1829
P176,1000,2020-2021,77,"RP_SLIP_TERRAIN:31, RP_MACHINE_01:25, RP_TRAFFIC_01:15, RP_DROWN_01:2, RP_FALL_CLIFF:2, RP_ANIMAL_01:1, RP_CO_01:1",38.5,1,0,1,2,2,0,0,25,31,15,0.4695
P177,1000,2020-2021,100,"RP_SLIP_TERRAIN:39, RP_MACHINE_01:31, RP_TRAFFIC_01:21, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",50.0,2,0,0,2,5,0,0,31,39,21,0.6098
P178,1000,2020-2021,42,"RP_SLIP_TERRAIN:16, RP_MACHINE_01:16, RP_TRAFFIC_01:7, RP_FALL_CLIFF:2, RP_CO_01:1",21.0,0,0,1,0,2,0,0,16,16,7,0.2561
P179,1000,2020-2021,164,"RP_TRAFFIC_01:86, RP_SLIP_TERRAIN:55, RP_MACHINE_01:12, RP_FALL_CLIFF:7, RP_ANIMAL_01:2, RP_DROWN_01:1, RP_CO_01:1",82.0,2,0,1,1,7,0,0,12,55,86,1.0
P180,1000,2020-2021,62,"RP_SLIP_TERRAIN:22, RP_TRAFFIC_01:20, RP_MACHINE_01:16, RP_FALL_CLIFF:3, RP_ANIMAL_01:1",31.0,1,0,0,0,3,0,0,16,22,20,0.378
P181,1000,2020-2021,80,"RP_SLIP_TERRAIN:31, RP_MACHINE_01:28, RP_TRAFFIC_01:12, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:1, RP_CO_01:1",40.0,4,0,1,3,1,0,0,28,31,12,0.4878
P182,1000,2020-2021,71,"RP_SLIP_TERRAIN:32, RP_MACHINE_01:21, RP_TRAFFIC_01:15, RP_DROWN_01:1, RP_ANIMAL_01:1, RP_CO_01:1",35.5,1,0,1,1,0,0,0,21,32,15,0.4329
P183,1000,2020-2021,28,"RP_SLIP_TERRAIN:21, RP_TRAFFIC_01:7",14.0,0,0,0,0,0,0,0,0,21,7,0.1707
P184,1000,2020-2021,15,RP_TRAFFIC_01:15,7.5,0,0,0,0,0,0,0,0,0,15,0.0915
P185,1000,2020-2021,73,"RP_SLIP_TERRAIN:30, RP_MACHINE_01:23, RP_TRAFFIC_01:15, RP_DROWN_01:2, RP_FALL_CLIFF:2, RP_CO_01:1",36.5,0,0,1,2,2,0,0,23,30,15,0.4451
P186,1000,2020-2021,69,"RP_SLIP_TERRAIN:30, RP_MACHINE_01:24, RP_TRAFFIC_01:7, RP_ANIMAL_01:4, RP_DROWN_01:3, RP_FALL_CLIFF:1",34.5,4,0,0,3,1,0,0,24,30,7,0.4207
P187,1000,2020-2021,77,"RP_SLIP_TERRAIN:28, RP_MACHINE_01:22, RP_TRAFFIC_01:20, RP_FALL_CLIFF:3, RP_DROWN_01:2, RP_ANIMAL_01:2",38.5,2,0,0,2,3,0,0,22,28,20,0.4695
P188,1000,2020-2021,52,"RP_SLIP_TERRAIN:18, RP_TRAFFIC_01:18, RP_MACHINE_01:13, RP_ANIMAL_01:1, RP_FALL_CLIFF:1, RP_DROWN_01:1",26.0,1,0,0,1,1,0,0,13,18,18,0.3171
P189,1000,2020-2021,1,RP_TRAFFIC_01:1,0.5,0,0,0,0,0,0,0,0,0,1,0.0061
P190,1000,2020-2021,63,"RP_SLIP_TERRAIN:21, RP_TRAFFIC_01:20, RP_MACHINE_01:14, RP_DROWN_01:3, RP_FALL_CLIFF:3, RP_ANIMAL_01:2",31.5,2,0,0,3,3,0,0,14,21,20,0.3841
P191,1000,2020-2021,4,"RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:2",2.0,0,0,0,0,0,0,0,0,2,2,0.0244
P192,1000,2020-2021,3,"RP_SLIP_TERRAIN:2, RP_TRAFFIC_01:1",1.5,0,0,0,0,0,0,0,0,2,1,0.0183
P193,1000,2020-2021,103,"RP_SLIP_TERRAIN:39, RP_MACHINE_01:31, RP_TRAFFIC_01:24, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",51.5,2,0,0,2,5,0,0,31,39,24,0.628
P194,1000,2020-2021,68,"RP_SLIP_TERRAIN:25, RP_TRAFFIC_01:21, RP_MACHINE_01:16, RP_FALL_CLIFF:3, RP_ANIMAL_01:2, RP_DROWN_01:1",34.0,2,0,0,1,3,0,0,16,25,21,0.4146
P195,1000,2020-2021,48,"RP_TRAFFIC_01:23, RP_MACHINE_01:12, RP_SLIP_TERRAIN:10, RP_FALL_CLIFF:2, RP_DROWN_01:1",24.0,0,0,0,1,2,0,0,12,10,23,0.2927
P196,1000,2020-2021,64,"RP_SLIP_TERRAIN:22, RP_MACHINE_01:17, RP_TRAFFIC_01:15, RP_DROWN_01:4, RP_FALL_CLIFF:4, RP_ANIMAL_01:2",32.0,2,0,0,4,4,0,0,17,22,15,0.3902
P197,1000,2020-2021,45,"RP_MACHINE_01:19, RP_SLIP_TERRAIN:11, RP_TRAFFIC_01:11, RP_FALL_CLIFF:3, RP_FIRE_01:1",22.5,0,0,0,0,3,1,0,19,11,11,0.2744
P198,1000,2020-2021,44,"RP_SLIP_TERRAIN:15, RP_MACHINE_01:14, RP_TRAFFIC_01:12, RP_FALL_CLIFF:2, RP_CO_01:1",22.0,0,0,1,0,2,0,0,14,15,12,0.2683
P199,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P200,1000,2020-2021,48,"RP_SLIP_TERRAIN:21, RP_MACHINE_01:10, RP_TRAFFIC_01:8, RP_FALL_CLIFF:4, RP_ANIMAL_01:4, RP_CO_01:1",24.0,4,0,1,0,4,0,0,10,21,8,0.2927
P201,1000,2020-2021,5,"RP_TRAFFIC_01:3, RP_SLIP_TERRAIN:1, RP_FALL_CLIFF:1",2.5,0,0,0,0,1,0,0,0,1,3,0.0305
P202,1000,2020-2021,96,"RP_SLIP_TERRAIN:49, RP_MACHINE_01:29, RP_TRAFFIC_01:13, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_CO_01:1",48.0,2,0,1,2,0,0,0,29,49,13,0.5854
P203,1000,2020-2021,98,"RP_SLIP_TERRAIN:51, RP_MACHINE_01:28, RP_TRAFFIC_01:13, RP_DROWN_01:3, RP_ANIMAL_01:2, RP_CO_01:1",49.0,2,0,1,3,0,0,0,28,51,13,0.5976
P204,1000,2020-2021,12,"RP_TRAFFIC_01:4, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_DROWN_01:1",6.0,2,0,0,1,1,0,0,2,2,4,0.0732
P206,1000,2020-2021,12,"RP_TRAFFIC_01:4, RP_MACHINE_01:2, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:2, RP_FALL_CLIFF:1, RP_DROWN_01:1",6.0,2,0,0,1,1,0,0,2,2,4,0.0732
P207,1000,2020-2021,94,"RP_SLIP_TERRAIN:44, RP_MACHINE_01:32, RP_TRAFFIC_01:12, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_FALL_CLIFF:1, RP_CO_01:1",47.0,2,0,1,2,1,0,0,32,44,12,0.5732
P208,1000,2020-2021,11,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:2",5.5,0,0,0,0,0,0,0,0,2,9,0.0671
P209,1000,2020-2021,94,"RP_SLIP_TERRAIN:44, RP_MACHINE_01:32, RP_TRAFFIC_01:12, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_FALL_CLIFF:1, RP_CO_01:1",47.0,2,0,1,2,1,0,0,32,44,12,0.5732
P210,1000,2020-2021,85,"RP_SLIP_TERRAIN:35, RP_MACHINE_01:30, RP_TRAFFIC_01:15, RP_FALL_CLIFF:3, RP_DROWN_01:1, RP_ANIMAL_01:1",42.5,1,0,0,1,3,0,0,30,35,15,0.5183
P211,1000,2020-2021,84,"RP_SLIP_TERRAIN:32, RP_MACHINE_01:30, RP_TRAFFIC_01:16, RP_FALL_CLIFF:4, RP_DROWN_01:1, RP_ANIMAL_01:1",42.0,1,0,0,1,4,0,0,30,32,16,0.5122
P212,1000,2020-2021,5,"RP_TRAFFIC_01:4, RP_SLIP_TERRAIN:1",2.5,0,0,0,0,0,0,0,0,1,4,0.0305
P213,1000,2020-2021,33,"RP_MACHINE_01:13, RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:7, RP_DROWN_01:2, RP_CO_01:1",16.5,0,0,1,2,0,0,0,13,7,10,0.2012
P214,1000,2020-2021,11,"RP_SLIP_TERRAIN:5, RP_TRAFFIC_01:5, RP_ANIMAL_01:1",5.5,1,0,0,0,0,0,0,0,5,5,0.0671
P215,1000,2020-2021,35,"RP_MACHINE_01:13, RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:8, RP_DROWN_01:2, RP_CO_01:1",17.5,0,0,1,2,0,0,0,13,8,11,0.2134
P216,1000,2020-2021,11,"RP_TRAFFIC_01:9, RP_SLIP_TERRAIN:2",5.5,0,0,0,0,0,0,0,0,2,9,0.0671
P218,1000,2020-2021,19,"RP_SLIP_TERRAIN:8, RP_MACHINE_01:5, RP_ANIMAL_01:4, RP_TRAFFIC_01:2",9.5,4,0,0,0,0,0,0,5,8,2,0.1159
P219,1000,2020-2021,47,"RP_TRAFFIC_01:24, RP_MACHINE_01:10, RP_SLIP_TERRAIN:10, RP_FALL_CLIFF:1, RP_CO_01:1, RP_DROWN_01:1",23.5,0,0,1,1,1,0,0,10,10,24,0.2866
P220,1000,2020-2021,59,"RP_MACHINE_01:20, RP_SLIP_TERRAIN:16, RP_TRAFFIC_01:15, RP_ANIMAL_01:3, RP_DROWN_01:3, RP_CO_01:1, RP_FALL_CLIFF:1",29.5,3,0,1,3,1,0,0,20,16,15,0.3598
P221,1000,2020-2021,20,"RP_SLIP_TERRAIN:8, RP_MACHINE_01:7, RP_TRAFFIC_01:5",10.0,0,0,0,0,0,0,0,7,8,5,0.122
P222,1000,2020-2021,23,"RP_SLIP_TERRAIN:11, RP_MACHINE_01:3, RP_TRAFFIC_01:3, RP_DROWN_01:2, RP_ANIMAL_01:2, RP_CO_01:1, RP_FALL_CLIFF:1",11.5,2,0,1,2,1,0,0,3,11,3,0.1402
P223,1000,2020-2021,1,RP_SLIP_TERRAIN:1,0.5,0,0,0,0,0,0,0,0,1,0,0.0061
P224,1000,2020-2021,2,"RP_SLIP_TERRAIN:1, RP_TRAFFIC_01:1",1.0,0,0,0,0,0,0,0,0,1,1,0.0122
P225,1000,2020-2021,82,"RP_SLIP_TERRAIN:32, RP_MACHINE_01:30, RP_TRAFFIC_01:15, RP_FALL_CLIFF:3, RP_DROWN_01:1, RP_ANIMAL_01:1",41.0,1,0,0,1,3,0,0,30,32,15,0.5
P226,1000,2020-2021,3,RP_TRAFFIC_01:3,1.5,0,0,0,0,0,0,0,0,0,3,0.0183
P227,1000,2020-2021,30,"RP_TRAFFIC_01:24, RP_SLIP_TERRAIN:5, RP_ANIMAL_01:1",15.0,1,0,0,0,0,0,0,0,5,24,0.1829
P228,1000,2020-2021,3,RP_TRAFFIC_01:3,1.5,0,0,0,0,0,0,0,0,0,3,0.0183
P229,1000,2020-2021,104,"RP_SLIP_TERRAIN:41, RP_MACHINE_01:31, RP_TRAFFIC_01:23, RP_FALL_CLIFF:5, RP_DROWN_01:2, RP_ANIMAL_01:2",52.0,2,0,0,2,5,0,0,31,41,23,0.6341
P230,1000,2020-2021,16,"RP_TRAFFIC_01:12, RP_FALL_CLIFF:1, RP_SLIP_TERRAIN:1, RP_ANIMAL_01:1, RP_MACHINE_01:1",8.0,1,0,0,0,1,0,0,1,1,12,0.0976
P231,1000,2020-2021,42,"RP_TRAFFIC_01:14, RP_SLIP_TERRAIN:13, RP_MACHINE_01:11, RP_FALL_CLIFF:3, RP_CO_01:1",21.0,0,0,1,0,3,0,0,11,13,14,0.2561
P232,1000,2020-2021,95,"RP_SLIP_TERRAIN:40, RP_MACHINE_01:30, RP_TRAFFIC_01:20, RP_FALL_CLIFF:3, RP_DROWN_01:1, RP_ANIMAL_01:1",47.5,1,0,0,1,3,0,0,30,40,20,0.5793
P233,1000,2020-2021,55,"RP_SLIP_TERRAIN:27, RP_TRAFFIC_01:14, RP_MACHINE_01:13, RP_CO_01:1",27.5,0,0,1,0,0,0,0,13,27,14,0.3354
P234,1000,2020-2021,95,"RP_SLIP_TERRAIN:49, RP_MACHINE_01:29, RP_TRAFFIC_01:12, RP_ANIMAL_01:2, RP_DROWN_01:2, RP_CO_01:1",47.5,2,0,1,2,0,0,0,29,49,12,0.5793
P235,1000,2020-2021,83,"RP_SLIP_TERRAIN:32, RP_MACHINE_01:22, RP_TRAFFIC_01:22, RP_FALL_CLIFF:3, RP_DROWN_01:2, RP_ANIMAL_01:2",41.5,2,0,0,2,3,0,0,22,32,22,0.5061
P236,1000,2020-2021,34,"RP_TRAFFIC_01:15, RP_SLIP_TERRAIN:10, RP_MACHINE_01:5, RP_ANIMAL_01:2, RP_CO_01:1, RP_FALL_CLIFF:1",17.0,2,0,1,0,1,0,0,5,10,15,0.2073
P237,1000,2020-2021,33,"RP_MACHINE_01:13, RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:6, RP_DROWN_01:2, RP_CO_01:1, RP_ANIMAL_01:1",16.5,1,0,1,2,0,0,0,13,6,10,0.2012
P238,1000,2020-2021,34,"RP_MACHINE_01:13, RP_TRAFFIC_01:11, RP_SLIP_TERRAIN:8, RP_DROWN_01:2",17.0,0,0,0,2,0,0,0,13,8,11,0.2073
P239,1000,2020-2021,33,"RP_MACHINE_01:13, RP_TRAFFIC_01:10, RP_SLIP_TERRAIN:7, RP_DROWN_01:2, RP_CO_01:1",16.5,0,0,1,2,0,0,0,13,7,10,0.2012
P240,1000,2020-2021,3,"RP_SLIP_TERRAIN:1, RP_TRAFFIC_01:1, RP_MACHINE_01:1",1.5,0,0,0,0,0,0,0,1,1,1,0.0183
P241,1000,2020-2021,2,"RP_MACHINE_01:1, RP_TRAFFIC_01:1",1.0,0,0,0,0,0,0,0,1,0,1,0.0122
P242,1000,2020-2021,52,"RP_TRAFFIC_01:20, RP_SLIP_TERRAIN:15, RP_MACHINE_01:12, RP_ANIMAL_01:2, RP_CO_01:1, RP_DROWN_01:1, RP_FALL_CLIFF:1",26.0,2,0,1,1,1,0,0,12,15,20,0.3171
P243,1000,2020-2021,57,"RP_SLIP_TERRAIN:20, RP_TRAFFIC_01:17, RP_MACHINE_01:16, RP_FALL_CLIFF:3, RP_ANIMAL_01:1",28.5,1,0,0,0,3,0,0,16,20,17,0.3476
P244,1000,2020-2021,30,"RP_TRAFFIC_01:21, RP_SLIP_TERRAIN:4, RP_ANIMAL_01:3, RP_MACHINE_01:1, RP_HEAT_02:1",15.0,3,0,0,0,0,0,1,1,4,21,0.1829
P245,1000,2020-2021,7,"RP_SLIP_TERRAIN:3, RP_TRAFFIC_01:2, RP_FALL_CLIFF:1, RP_MACHINE_01:1",3.5,0,0,0,0,1,0,0,1,3,2,0.0427
P246,1000,2020-2021,3,"RP_SLIP_TERRAIN:2, RP_MACHINE_01:1",1.5,0,0,0,0,0,0,0,1,2,0,0.0183
P247,1000,2020-2021,39,"RP_SLIP_TERRAIN:16, RP_TRAFFIC_01:14, RP_MACHINE_01:5, RP_DROWN_01:1, RP_FALL_CLIFF:1, RP_HEAT_02:1, RP_ANIMAL_01:1",19.5,1,0,0,1,1,0,1,5,16,14,0.2378
P248,1000,2020-2021,60,"RP_SLIP_TERRAIN:27, RP_MACHINE_01:17, RP_TRAFFIC_01:12, RP_FALL_CLIFF:2, RP_DROWN_01:1, RP_CO_01:1",30.0,0,0,1,1,2,0,0,17,27,12,0.3659
P249,1000,2020-2021,11,"RP_TRAFFIC_01:4, RP_MACHINE_01:3, RP_SLIP_TERRAIN:2, RP_ANIMAL_01:1, RP_DROWN_01:1",5.5,1,0,0,1,0,0,0,3,2,4,0.0671
