placeId,recentAreaTotal,recentAreaTypes,recentAreaPeriod,recentAreaBasis
P140,1,열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P211,1,열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P225,1,열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P147,89,낙상:53;기타 둔상:11;추락:10;열상:7;동물곤충:4;상해:2;물:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P275,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P352,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P386,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P395,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P397,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P523,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P759,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P805,1,동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P299,71,낙상:39;기타 둔상:9;열상:8;동물곤충:5;추락:4;상해:2;화염:2;기계:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P731,71,낙상:39;기타 둔상:9;열상:8;동물곤충:5;추락:4;상해:2;화염:2;기계:1;물:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P011,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P016,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P053,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P061,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P085,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P094,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P184,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P247,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P278,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P279,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P300,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P326,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P351,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P398,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P400,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P407,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P431,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P432,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P436,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P449,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P458,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P497,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P510,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P522,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P555,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P567,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P572,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P599,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P626,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P627,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P636,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P744,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P746,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P750,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P751,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P762,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P765,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P766,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P771,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P777,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P778,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P780,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P785,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P798,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P802,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P806,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P817,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P857,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P871,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P895,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P904,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P905,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P910,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P911,46,낙상:26;동물곤충:8;기타 둔상:6;추락:4;온열손상:1;열상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P042,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P045,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P100,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P283,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P291,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P354,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P375,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P376,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P396,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P413,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P433,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P569,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P570,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P573,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P574,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P593,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P650,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P656,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P659,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P666,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P689,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P697,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P726,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P727,11,낙상:9;기타 둔상:1;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P944,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P946,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P948,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P955,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P970,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P982,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1009,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1010,15,낙상:10;기타 둔상:2;추락:2;동물곤충:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P167,78,낙상:47;기타 둔상:11;물:5;열상:5;추락:4;고온체:3;동물곤충:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P188,78,낙상:47;기타 둔상:11;물:5;열상:5;추락:4;고온체:3;동물곤충:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P212,78,낙상:47;기타 둔상:11;물:5;열상:5;추락:4;고온체:3;동물곤충:3,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P377,1,낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P028,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P165,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P173,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P223,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P246,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P308,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P549,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P552,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P623,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P634,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P749,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P754,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P768,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P770,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P779,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P789,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P790,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P797,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P803,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P804,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P821,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P832,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P835,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P847,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P908,26,낙상:16;동물곤충:7;열상:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P029,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P502,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P738,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P945,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P961,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P964,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P968,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P984,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P986,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P989,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1005,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1007,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1011,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1016,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P1022,15,낙상:7;기타 둔상:2;추락:2;물:1;고온체:1;동물곤충:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P062,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P183,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P421,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P422,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P472,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P507,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P511,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P517,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P530,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P533,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P543,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P576,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P663,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P670,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P672,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P695,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P717,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P722,13,낙상:7;물:1;고온체:1;기타 둔상:1;동물곤충:1;추락:1;관통상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P933,4,낙상:3;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P055,2,추락:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P238,2,추락:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P903,2,추락:1;낙상:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P226,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P464,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P677,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P701,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P719,3,낙상:2;추락:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P730,120,낙상:66;기타 둔상:20;동물곤충:14;상해:6;열상:4;관통상:4;추락:2;물:2;화염:1;기계:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P605,2,낙상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P879,2,낙상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P869,16,낙상:12;동물곤충:3;화염:1,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P437,2,낙상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P545,2,낙상:2,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P654,4,낙상:4,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
P708,4,낙상:4,"2022-2023,2025",읍면동+장소유형 매칭(개별 귀속 아님·약한 신호)
