accidentId,placeId,relationship,distance_m
AE_FIRE_PT_01081,P047,OCCURRED_AT,183
AE_FIRE_PT_01082,P976,OCCURRED_AT,50
AE_FIRE_PT_01083,P197,OCCURRED_AT,546
AE_FIRE_PT_01084,P237,OCCURRED_AT,249
AE_FIRE_PT_01085,P032,OCCURRED_AT,396
AE_FIRE_PT_01086,P110,OCCURRED_AT,54
AE_FIRE_PT_01087,P833,OCCURRED_AT,526
AE_FIRE_PT_01088,P833,OCCURRED_AT,526
AE_FIRE_PT_01089,P032,OCCURRED_AT,235
AE_FIRE_PT_01090,P989,OCCURRED_AT,17
AE_FIRE_PT_01091,P030,OCCURRED_AT,109
AE_FIRE_PT_01092,P070,OCCURRED_AT,80
AE_FIRE_PT_01093,P006,OCCURRED_AT,251
AE_FIRE_PT_01094,P111,OCCURRED_AT,37
AE_FIRE_PT_01095,P059,OCCURRED_AT,161
AE_FIRE_PT_01097,P971,OCCURRED_AT,330
AE_FIRE_PT_01099,P968,OCCURRED_AT,224
AE_FIRE_PT_01101,P017,OCCURRED_AT,223
AE_FIRE_PT_01102,P486,OCCURRED_AT,632
AE_FIRE_PT_01103,P878,OCCURRED_AT,484
AE_FIRE_PT_01104,P070,OCCURRED_AT,216
AE_FIRE_PT_01105,P527,OCCURRED_AT,566
AE_FIRE_PT_01106,P140,OCCURRED_AT,323
AE_FIRE_PT_01107,P161,OCCURRED_AT,284
AE_FIRE_PT_01109,P997,OCCURRED_AT,149
AE_FIRE_PT_01110,P040,OCCURRED_AT,69
AE_FIRE_PT_01111,P969,OCCURRED_AT,72
AE_FIRE_PT_01112,P953,OCCURRED_AT,35
AE_FIRE_PT_01113,P912,OCCURRED_AT,187
AE_FIRE_PT_01115,P144,OCCURRED_AT,367
AE_FIRE_PT_01116,P987,OCCURRED_AT,688
AE_FIRE_PT_01117,P987,OCCURRED_AT,688
AE_FIRE_PT_01118,P987,OCCURRED_AT,688
AE_FIRE_PT_01119,P325,OCCURRED_AT,341
AE_FIRE_PT_01120,P259,OCCURRED_AT,594
AE_FIRE_PT_01121,P150,OCCURRED_AT,991
AE_FIRE_PT_01122,P150,OCCURRED_AT,991
AE_FIRE_PT_01123,P162,OCCURRED_AT,84
AE_FIRE_PT_01124,P975,OCCURRED_AT,632
AE_FIRE_PT_01125,P070,OCCURRED_AT,223
AE_FIRE_PT_01126,P502,OCCURRED_AT,494
AE_FIRE_PT_01128,P290,OCCURRED_AT,51
AE_FIRE_PT_01129,P942,OCCURRED_AT,915
AE_FIRE_PT_01130,P667,OCCURRED_AT,564
AE_FIRE_PT_01132,P120,OCCURRED_AT,539
AE_FIRE_PT_01133,P280,OCCURRED_AT,512
AE_FIRE_PT_01134,P280,OCCURRED_AT,512
AE_FIRE_PT_01136,P402,OCCURRED_AT,613
AE_FIRE_PT_01137,P388,OCCURRED_AT,630
AE_FIRE_PT_01138,P948,OCCURRED_AT,71
AE_FIRE_PT_01139,P948,OCCURRED_AT,71
AE_FIRE_PT_01142,P280,OCCURRED_AT,161
AE_FIRE_PT_01145,P757,OCCURRED_AT,767
AE_FIRE_PT_01146,P677,OCCURRED_AT,578
AE_FIRE_PT_01147,P070,OCCURRED_AT,306
AE_FIRE_PT_01149,P530,OCCURRED_AT,634
AE_FIRE_PT_01150,P923,OCCURRED_AT,94
AE_FIRE_PT_01151,P179,OCCURRED_AT,144
AE_FIRE_PT_01152,P991,OCCURRED_AT,20
AE_FIRE_PT_01153,P031,OCCURRED_AT,492
AE_FIRE_PT_01154,P031,OCCURRED_AT,492
AE_FIRE_PT_01155,P040,OCCURRED_AT,69
AE_FIRE_PT_01156,P696,OCCURRED_AT,805
AE_FIRE_PT_01157,P363,OCCURRED_AT,187
AE_FIRE_PT_01159,P259,OCCURRED_AT,738
AE_FIRE_PT_01160,P381,OCCURRED_AT,122
AE_FIRE_PT_01161,P511,OCCURRED_AT,789
AE_FIRE_PT_01162,P618,OCCURRED_AT,659
AE_FIRE_PT_01163,P228,OCCURRED_AT,496
AE_FIRE_PT_01164,P228,OCCURRED_AT,496
AE_FIRE_PT_01165,P228,OCCURRED_AT,496
AE_FIRE_PT_01166,P144,OCCURRED_AT,112
AE_FIRE_PT_01167,P405,OCCURRED_AT,904
AE_FIRE_PT_01168,P905,OCCURRED_AT,602
AE_FIRE_PT_01169,P442,OCCURRED_AT,420
AE_FIRE_PT_01170,P083,OCCURRED_AT,632
AE_FIRE_PT_01171,P313,OCCURRED_AT,77
AE_FIRE_PT_01172,P014,OCCURRED_AT,144
AE_FIRE_PT_01173,P846,OCCURRED_AT,240
AE_FIRE_PT_01174,P070,OCCURRED_AT,10
AE_FIRE_PT_01176,P636,OCCURRED_AT,288
AE_FIRE_PT_01177,P040,OCCURRED_AT,69
AE_FIRE_PT_01178,P735,OCCURRED_AT,189
AE_FIRE_PT_01179,P044,OCCURRED_AT,70
AE_FIRE_PT_01180,P203,OCCURRED_AT,281
AE_FIRE_PT_01181,P259,OCCURRED_AT,564
AE_FIRE_PT_01182,P259,OCCURRED_AT,564
AE_FIRE_PT_01183,P604,OCCURRED_AT,870
AE_FIRE_PT_01184,P292,OCCURRED_AT,403
AE_FIRE_PT_01185,P861,OCCURRED_AT,127
AE_FIRE_PT_01186,P099,OCCURRED_AT,261
AE_FIRE_PT_01187,P113,OCCURRED_AT,15
AE_FIRE_PT_01188,P004,OCCURRED_AT,154
AE_FIRE_PT_01189,P953,OCCURRED_AT,170
AE_FIRE_PT_01190,P677,OCCURRED_AT,645
AE_FIRE_PT_01191,P677,OCCURRED_AT,645
AE_FIRE_PT_01192,P677,OCCURRED_AT,645
AE_FIRE_PT_01193,P677,OCCURRED_AT,645
AE_FIRE_PT_01194,P112,OCCURRED_AT,155
AE_FIRE_PT_01195,P422,OCCURRED_AT,248
AE_FIRE_PT_01196,P237,OCCURRED_AT,37
AE_FIRE_PT_01198,P401,OCCURRED_AT,467
AE_FIRE_PT_01199,P1006,OCCURRED_AT,624
AE_FIRE_PT_01200,P001,OCCURRED_AT,63
AE_FIRE_PT_01201,P282,OCCURRED_AT,444
AE_FIRE_PT_01202,P112,OCCURRED_AT,43
AE_FIRE_PT_01203,P123,OCCURRED_AT,684
AE_FIRE_PT_01204,P319,OCCURRED_AT,483
AE_FIRE_PT_01205,P348,OCCURRED_AT,222
AE_FIRE_PT_01206,P819,OCCURRED_AT,479
AE_FIRE_PT_01208,P193,OCCURRED_AT,219
AE_FIRE_PT_01209,P959,OCCURRED_AT,586
AE_FIRE_PT_01210,P836,OCCURRED_AT,572
AE_FIRE_PT_01211,P265,OCCURRED_AT,202
AE_FIRE_PT_01212,P204,OCCURRED_AT,634
AE_FIRE_PT_01213,P928,OCCURRED_AT,675
AE_FIRE_PT_01214,P781,OCCURRED_AT,577
AE_FIRE_PT_01215,P345,OCCURRED_AT,791
AE_FIRE_PT_01216,P516,OCCURRED_AT,523
AE_FIRE_PT_01217,P477,OCCURRED_AT,670
AE_FIRE_PT_01218,P661,OCCURRED_AT,963
AE_FIRE_PT_01219,P033,OCCURRED_AT,256
AE_FIRE_PT_01220,P306,OCCURRED_AT,323
AE_FIRE_PT_01221,P032,OCCURRED_AT,401
AE_FIRE_PT_01223,P367,OCCURRED_AT,620
AE_FIRE_PT_01224,P952,OCCURRED_AT,148
AE_FIRE_PT_01225,P008,OCCURRED_AT,151
AE_FIRE_PT_01226,P953,OCCURRED_AT,243
AE_FIRE_PT_01227,P282,OCCURRED_AT,336
AE_FIRE_PT_01228,P259,OCCURRED_AT,594
AE_FIRE_PT_01229,P131,OCCURRED_AT,320
AE_FIRE_PT_01230,P995,OCCURRED_AT,88
AE_FIRE_PT_01231,P247,OCCURRED_AT,177
AE_FIRE_PT_01232,P318,OCCURRED_AT,14
AE_FIRE_PT_01233,P197,OCCURRED_AT,372
AE_FIRE_PT_01234,P019,OCCURRED_AT,76
AE_FIRE_PT_01235,P144,OCCURRED_AT,351
AE_FIRE_PT_01236,P096,OCCURRED_AT,391
AE_FIRE_PT_01237,P070,OCCURRED_AT,95
AE_FIRE_PT_01238,P173,OCCURRED_AT,215
AE_FIRE_PT_01239,P173,OCCURRED_AT,215
AE_FIRE_PT_01241,P314,OCCURRED_AT,427
AE_FIRE_PT_01244,P122,OCCURRED_AT,284
AE_FIRE_PT_01248,P438,OCCURRED_AT,128
AE_FIRE_PT_01249,P227,OCCURRED_AT,415
AE_FIRE_PT_01250,P032,OCCURRED_AT,390
AE_FIRE_PT_01251,P032,OCCURRED_AT,390
AE_FIRE_PT_01252,P966,OCCURRED_AT,104
AE_FIRE_PT_01253,P560,OCCURRED_AT,758
AE_FIRE_PT_01254,P153,OCCURRED_AT,69
AE_FIRE_PT_01255,P143,OCCURRED_AT,432
AE_FIRE_PT_01256,P1020,OCCURRED_AT,213
AE_FIRE_PT_01258,P231,OCCURRED_AT,410
AE_FIRE_PT_01259,P846,OCCURRED_AT,180
AE_FIRE_PT_01260,P829,OCCURRED_AT,228
AE_FIRE_PT_01261,P839,OCCURRED_AT,432
AE_FIRE_PT_01262,P197,OCCURRED_AT,704
AE_FIRE_PT_01263,P188,OCCURRED_AT,160
AE_FIRE_PT_01264,P484,OCCURRED_AT,7
AE_FIRE_PT_01265,P112,OCCURRED_AT,81
AE_FIRE_PT_01266,P923,OCCURRED_AT,45
AE_FIRE_PT_01267,P633,OCCURRED_AT,334
AE_FIRE_PT_01268,P144,OCCURRED_AT,191
AE_FIRE_PT_01269,P374,OCCURRED_AT,290
AE_FIRE_PT_01270,P167,OCCURRED_AT,223
AE_FIRE_PT_01271,P860,OCCURRED_AT,182
AE_FIRE_PT_01272,P860,OCCURRED_AT,182
AE_FIRE_PT_01273,P960,OCCURRED_AT,118
AE_FIRE_PT_01274,P934,OCCURRED_AT,558
AE_FIRE_PT_01275,P280,OCCURRED_AT,21
AE_FIRE_PT_01276,P070,OCCURRED_AT,10
AE_FIRE_PT_01277,P438,OCCURRED_AT,69
AE_FIRE_PT_01278,P677,OCCURRED_AT,519
AE_FIRE_PT_01280,P144,OCCURRED_AT,415
AE_FIRE_PT_01281,P973,OCCURRED_AT,199
AE_FIRE_PT_01282,P529,OCCURRED_AT,266
AE_FIRE_PT_01283,P403,OCCURRED_AT,62
AE_FIRE_PT_01284,P237,OCCURRED_AT,308
AE_FIRE_PT_01285,P417,OCCURRED_AT,134
AE_FIRE_PT_01286,P171,OCCURRED_AT,188
AE_FIRE_PT_01287,P070,OCCURRED_AT,167
AE_FIRE_PT_01288,P183,OCCURRED_AT,34
AE_FIRE_PT_01289,P908,OCCURRED_AT,479
AE_FIRE_PT_01290,P841,OCCURRED_AT,489
AE_FIRE_PT_01291,P929,OCCURRED_AT,92
AE_FIRE_PT_01292,P418,OCCURRED_AT,808
AE_FIRE_PT_01293,P143,OCCURRED_AT,304
AE_FIRE_PT_01294,P032,OCCURRED_AT,70
AE_FIRE_PT_01295,P465,OCCURRED_AT,582
AE_FIRE_PT_01296,P409,OCCURRED_AT,63
AE_FIRE_PT_01297,P777,OCCURRED_AT,457
AE_FIRE_PT_01298,P972,OCCURRED_AT,321
AE_FIRE_PT_01299,P923,OCCURRED_AT,267
AE_FIRE_PT_01300,P216,OCCURRED_AT,995
AE_FIRE_PT_01301,P912,OCCURRED_AT,215
AE_FIRE_PT_01302,P231,OCCURRED_AT,782
AE_FIRE_PT_01303,P233,OCCURRED_AT,254
AE_FIRE_PT_01304,P999,OCCURRED_AT,90
AE_FIRE_PT_01306,P531,OCCURRED_AT,312
AE_FIRE_PT_01307,P531,OCCURRED_AT,312
AE_FIRE_PT_01308,P833,OCCURRED_AT,141
AE_FIRE_PT_01309,P633,OCCURRED_AT,74
AE_FIRE_PT_01310,P991,OCCURRED_AT,75
AE_FIRE_PT_01311,P869,OCCURRED_AT,102
AE_FIRE_PT_01312,P044,OCCURRED_AT,59
AE_FIRE_PT_01314,P006,OCCURRED_AT,238
AE_FIRE_PT_01315,P330,OCCURRED_AT,94
AE_FIRE_PT_01316,P070,OCCURRED_AT,85
AE_FIRE_PT_01317,P869,OCCURRED_AT,87
AE_FIRE_PT_01318,P179,OCCURRED_AT,454
AE_FIRE_PT_01319,P377,OCCURRED_AT,774
AE_FIRE_PT_01320,P368,OCCURRED_AT,249
AE_FIRE_PT_01321,P659,OCCURRED_AT,207
AE_FIRE_PT_01322,P659,OCCURRED_AT,207
AE_FIRE_PT_01323,P659,OCCURRED_AT,207
AE_FIRE_PT_01324,P531,OCCURRED_AT,664
AE_FIRE_PT_01325,P531,OCCURRED_AT,664
AE_FIRE_PT_01326,P531,OCCURRED_AT,664
AE_FIRE_PT_01327,P531,OCCURRED_AT,664
AE_FIRE_PT_01328,P531,OCCURRED_AT,664
AE_FIRE_PT_01329,P531,OCCURRED_AT,664
AE_FIRE_PT_01331,P1002,OCCURRED_AT,0
AE_FIRE_PT_01332,P418,OCCURRED_AT,720
AE_FIRE_PT_01334,P448,OCCURRED_AT,313
AE_FIRE_PT_01335,P968,OCCURRED_AT,224
AE_FIRE_PT_01336,P108,OCCURRED_AT,324
AE_FIRE_PT_01337,P108,OCCURRED_AT,324
AE_FIRE_PT_01338,P108,OCCURRED_AT,324
AE_FIRE_PT_01339,P1029,OCCURRED_AT,262
AE_FIRE_PT_01340,P699,OCCURRED_AT,230
AE_FIRE_PT_01341,P231,OCCURRED_AT,223
AE_FIRE_PT_01342,P259,OCCURRED_AT,372
AE_FIRE_PT_01343,P846,OCCURRED_AT,210
AE_FIRE_PT_01344,P083,OCCURRED_AT,768
AE_FIRE_PT_01345,P986,OCCURRED_AT,966
AE_FIRE_PT_01346,P070,OCCURRED_AT,114
AE_FIRE_PT_01347,P167,OCCURRED_AT,135
AE_FIRE_PT_01348,P215,OCCURRED_AT,193
AE_FIRE_PT_01349,P215,OCCURRED_AT,193
AE_FIRE_PT_01350,P317,OCCURRED_AT,327
AE_FIRE_PT_01351,P932,OCCURRED_AT,261
AE_FIRE_PT_01352,P932,OCCURRED_AT,261
AE_FIRE_PT_01353,P975,OCCURRED_AT,822
AE_FIRE_PT_01354,P786,OCCURRED_AT,433
AE_FIRE_PT_01355,P330,OCCURRED_AT,303
AE_FIRE_PT_01356,P038,OCCURRED_AT,84
AE_FIRE_PT_01357,P254,OCCURRED_AT,208
AE_FIRE_PT_01358,P1018,OCCURRED_AT,832
AE_FIRE_PT_01359,P1018,OCCURRED_AT,832
AE_FIRE_PT_01360,P307,OCCURRED_AT,844
AE_FIRE_PT_01361,P134,OCCURRED_AT,77
AE_FIRE_PT_01362,P134,OCCURRED_AT,80
AE_FIRE_PT_01363,P016,OCCURRED_AT,355
AE_FIRE_PT_01364,P964,OCCURRED_AT,152
AE_FIRE_PT_01365,P712,OCCURRED_AT,193
AE_FIRE_PT_01366,P783,OCCURRED_AT,581
AE_FIRE_PT_01367,P183,OCCURRED_AT,48
AE_FIRE_PT_01368,P259,OCCURRED_AT,601
AE_FIRE_PT_01369,P388,OCCURRED_AT,317
AE_FIRE_PT_01370,P341,OCCURRED_AT,278
AE_FIRE_PT_01371,P560,OCCURRED_AT,639
AE_FIRE_PT_01372,P155,OCCURRED_AT,215
AE_FIRE_PT_01374,P763,OCCURRED_AT,220
AE_FIRE_PT_01376,P340,OCCURRED_AT,669
AE_FIRE_PT_01377,P006,OCCURRED_AT,81
AE_FIRE_PT_01379,P503,OCCURRED_AT,54
AE_FIRE_PT_01380,P275,OCCURRED_AT,258
AE_FIRE_PT_01381,P275,OCCURRED_AT,258
AE_FIRE_PT_01382,P290,OCCURRED_AT,228
AE_FIRE_PT_01383,P123,OCCURRED_AT,979
AE_FIRE_PT_01384,P131,OCCURRED_AT,675
AE_FIRE_PT_01385,P270,OCCURRED_AT,347
AE_FIRE_PT_01387,P167,OCCURRED_AT,0
AE_FIRE_PT_01389,P059,OCCURRED_AT,159
AE_FIRE_PT_01390,P973,OCCURRED_AT,111
AE_FIRE_PT_01391,P188,OCCURRED_AT,111
AE_FIRE_PT_01392,P092,OCCURRED_AT,235
AE_FIRE_PT_01393,P734,OCCURRED_AT,281
AE_FIRE_PT_01394,P674,OCCURRED_AT,598
AE_FIRE_PT_01395,P674,OCCURRED_AT,598
AE_FIRE_PT_01396,P259,OCCURRED_AT,307
AE_FIRE_PT_01398,P869,OCCURRED_AT,78
AE_FIRE_PT_01399,P027,OCCURRED_AT,105
AE_FIRE_PT_01400,P002,OCCURRED_AT,112
AE_FIRE_PT_01401,P904,OCCURRED_AT,84
AE_FIRE_PT_01402,P838,OCCURRED_AT,752
AE_FIRE_PT_01404,P171,OCCURRED_AT,214
AE_FIRE_PT_01405,P578,OCCURRED_AT,557
AE_FIRE_PT_01406,P578,OCCURRED_AT,557
AE_FIRE_PT_01407,P279,OCCURRED_AT,310
AE_FIRE_PT_01408,P279,OCCURRED_AT,310
AE_FIRE_PT_01409,P279,OCCURRED_AT,310
AE_FIRE_PT_01410,P279,OCCURRED_AT,310
AE_FIRE_PT_01411,P952,OCCURRED_AT,198
AE_FIRE_PT_01412,P556,OCCURRED_AT,768
AE_FIRE_PT_01413,P738,OCCURRED_AT,619
AE_FIRE_PT_01414,P171,OCCURRED_AT,529
AE_FIRE_PT_01415,P952,OCCURRED_AT,156
AE_FIRE_PT_01416,P418,OCCURRED_AT,442
AE_FIRE_PT_01418,P083,OCCURRED_AT,254
AE_FIRE_PT_01419,P659,OCCURRED_AT,190
AE_FIRE_PT_01420,P659,OCCURRED_AT,190
AE_FIRE_PT_01421,P758,OCCURRED_AT,188
AE_FIRE_PT_01422,P700,OCCURRED_AT,268
AE_FIRE_PT_01423,P1024,OCCURRED_AT,708
AE_FIRE_PT_01424,P1024,OCCURRED_AT,708
AE_FIRE_PT_01426,P618,OCCURRED_AT,569
AE_FIRE_PT_01427,P001,OCCURRED_AT,122
AE_FIRE_PT_01428,P294,OCCURRED_AT,106
AE_FIRE_PT_01429,P663,OCCURRED_AT,571
AE_FIRE_PT_01430,P699,OCCURRED_AT,247
AE_FIRE_PT_01431,P198,OCCURRED_AT,177
AE_FIRE_PT_01432,P092,OCCURRED_AT,216
AE_FIRE_PT_01433,P986,OCCURRED_AT,15
AE_FIRE_PT_01434,P869,OCCURRED_AT,61
AE_FIRE_PT_01435,P973,OCCURRED_AT,653
AE_FIRE_PT_01436,P040,OCCURRED_AT,166
AE_FIRE_PT_01437,P403,OCCURRED_AT,347
AE_FIRE_PT_01438,P830,OCCURRED_AT,196
AE_FIRE_PT_01439,P523,OCCURRED_AT,221
AE_FIRE_PT_01440,P337,OCCURRED_AT,58
AE_FIRE_PT_01441,P188,OCCURRED_AT,272
AE_FIRE_PT_01442,P698,OCCURRED_AT,876
AE_FIRE_PT_01444,P169,OCCURRED_AT,153
AE_FIRE_PT_01445,P256,OCCURRED_AT,163
AE_FIRE_PT_01446,P081,OCCURRED_AT,573
AE_FIRE_PT_01447,P078,OCCURRED_AT,467
AE_FIRE_PT_01448,P040,OCCURRED_AT,95
AE_FIRE_PT_01449,P861,OCCURRED_AT,0
AE_FIRE_PT_01450,P912,OCCURRED_AT,278
AE_FIRE_PT_01451,P912,OCCURRED_AT,278
AE_FIRE_PT_01452,P912,OCCURRED_AT,278
AE_FIRE_PT_01453,P912,OCCURRED_AT,278
AE_FIRE_PT_01454,P912,OCCURRED_AT,278
AE_FIRE_PT_01455,P092,OCCURRED_AT,223
AE_FIRE_PT_01456,P1020,OCCURRED_AT,579
AE_FIRE_PT_01457,P131,OCCURRED_AT,223
AE_FIRE_PT_01458,P318,OCCURRED_AT,98
AE_FIRE_PT_01459,P734,OCCURRED_AT,238
AE_FIRE_PT_01460,P771,OCCURRED_AT,863
AE_FIRE_PT_01461,P319,OCCURRED_AT,483
AE_FIRE_PT_01463,P083,OCCURRED_AT,48
AE_FIRE_PT_01465,P952,OCCURRED_AT,42
AE_FIRE_PT_01466,P183,OCCURRED_AT,73
AE_FIRE_PT_01469,P318,OCCURRED_AT,334
AE_FIRE_PT_01470,P350,OCCURRED_AT,608
AE_FIRE_PT_01473,P899,OCCURRED_AT,367
AE_FIRE_PT_01474,P709,OCCURRED_AT,636
AE_FIRE_PT_01475,P525,OCCURRED_AT,890
AE_FIRE_PT_01476,P525,OCCURRED_AT,890
AE_FIRE_PT_01477,P525,OCCURRED_AT,890
AE_FIRE_PT_01478,P525,OCCURRED_AT,890
AE_FIRE_PT_01479,P394,OCCURRED_AT,339
AE_FIRE_PT_01481,P652,OCCURRED_AT,146
AE_FIRE_PT_01482,P044,OCCURRED_AT,774
AE_FIRE_PT_01483,P973,OCCURRED_AT,366
AE_FIRE_PT_01484,P123,OCCURRED_AT,44
AE_FIRE_PT_01485,P440,OCCURRED_AT,810
AE_FIRE_PT_01486,P912,OCCURRED_AT,367
AE_FIRE_PT_01487,P089,OCCURRED_AT,228
AE_FIRE_PT_01488,P107,OCCURRED_AT,564
AE_FIRE_PT_01489,P289,OCCURRED_AT,234
AE_FIRE_PT_01490,P197,OCCURRED_AT,298
AE_FIRE_PT_01492,P858,OCCURRED_AT,598
AE_FIRE_PT_01493,P127,OCCURRED_AT,503
AE_FIRE_PT_01494,P733,OCCURRED_AT,57
AE_FIRE_PT_01495,P316,OCCURRED_AT,979
AE_FIRE_PT_01496,P197,OCCURRED_AT,250
AE_FIRE_PT_01497,P976,OCCURRED_AT,65
AE_FIRE_PT_01498,P449,OCCURRED_AT,768
AE_FIRE_PT_01499,P449,OCCURRED_AT,768
AE_FIRE_PT_01500,P950,OCCURRED_AT,246
AE_FIRE_PT_01501,P331,OCCURRED_AT,174
AE_FIRE_PT_01502,P327,OCCURRED_AT,216
AE_FIRE_PT_01503,P1020,OCCURRED_AT,83
AE_FIRE_PT_01506,P1004,OCCURRED_AT,267
AE_FIRE_PT_01507,P1004,OCCURRED_AT,267
AE_FIRE_PT_01508,P367,OCCURRED_AT,557
AE_FIRE_PT_01509,P112,OCCURRED_AT,24
AE_FIRE_PT_01510,P297,OCCURRED_AT,154
AE_FIRE_PT_01511,P951,OCCURRED_AT,108
AE_FIRE_PT_01512,P389,OCCURRED_AT,156
AE_FIRE_PT_01513,P870,OCCURRED_AT,377
AE_FIRE_PT_01514,P870,OCCURRED_AT,377
AE_FIRE_PT_01515,P221,OCCURRED_AT,453
AE_FIRE_PT_01516,P221,OCCURRED_AT,453
AE_FIRE_PT_01517,P408,OCCURRED_AT,804
AE_FIRE_PT_01518,P123,OCCURRED_AT,310
AE_FIRE_PT_01519,P1020,OCCURRED_AT,100
AE_FIRE_PT_01520,P415,OCCURRED_AT,46
AE_FIRE_PT_01522,P325,OCCURRED_AT,348
AE_FIRE_PT_01523,P899,OCCURRED_AT,396
AE_FIRE_PT_01524,P345,OCCURRED_AT,302
AE_FIRE_PT_01525,P991,OCCURRED_AT,20
AE_FIRE_PT_01526,P553,OCCURRED_AT,732
AE_FIRE_PT_01527,P066,OCCURRED_AT,254
AE_FIRE_PT_01528,P689,OCCURRED_AT,894
AE_FIRE_PT_01531,P032,OCCURRED_AT,252
AE_FIRE_PT_01532,P255,OCCURRED_AT,200
AE_FIRE_PT_01533,P783,OCCURRED_AT,656
AE_FIRE_PT_01534,P868,OCCURRED_AT,14
AE_FIRE_PT_01535,P868,OCCURRED_AT,75
AE_FIRE_PT_01537,P311,OCCURRED_AT,306
AE_FIRE_PT_01538,P311,OCCURRED_AT,306
AE_FIRE_PT_01540,P068,OCCURRED_AT,84
AE_FIRE_PT_01541,P589,OCCURRED_AT,543
AE_FIRE_PT_01543,P1004,OCCURRED_AT,573
AE_FIRE_PT_01547,P316,OCCURRED_AT,378
AE_FIRE_PT_01548,P131,OCCURRED_AT,75
AE_FIRE_PT_01549,P190,OCCURRED_AT,62
AE_FIRE_PT_01550,P968,OCCURRED_AT,144
AE_FIRE_PT_01551,P993,OCCURRED_AT,356
AE_FIRE_PT_01552,P183,OCCURRED_AT,15
AE_FIRE_PT_01553,P361,OCCURRED_AT,107
AE_FIRE_PT_01554,P958,OCCURRED_AT,404
AE_FIRE_PT_01555,P898,OCCURRED_AT,679
AE_FIRE_PT_01556,P510,OCCURRED_AT,189
AE_FIRE_PT_01557,P361,OCCURRED_AT,315
AE_FIRE_PT_01558,P438,OCCURRED_AT,65
AE_FIRE_PT_01559,P058,OCCURRED_AT,338
AE_FIRE_PT_01560,P1024,OCCURRED_AT,138
AE_FIRE_PT_01561,P490,OCCURRED_AT,243
AE_FIRE_PT_01562,P490,OCCURRED_AT,243
AE_FIRE_PT_01563,P973,OCCURRED_AT,305
AE_FIRE_PT_01564,P701,OCCURRED_AT,314
AE_FIRE_PT_01565,P680,OCCURRED_AT,484
AE_FIRE_PT_01566,P060,OCCURRED_AT,314
AE_FIRE_PT_01567,P047,OCCURRED_AT,223
AE_FIRE_PT_01568,P878,OCCURRED_AT,169
AE_FIRE_PT_01569,P828,OCCURRED_AT,424
AE_FIRE_PT_01570,P122,OCCURRED_AT,275
AE_FIRE_PT_01571,P899,OCCURRED_AT,263
AE_FIRE_PT_01572,P150,OCCURRED_AT,262
AE_FIRE_PT_01573,P155,OCCURRED_AT,523
AE_FIRE_PT_01574,P830,OCCURRED_AT,248
AE_FIRE_PT_01575,P136,OCCURRED_AT,58
AE_FIRE_PT_01576,P070,OCCURRED_AT,102
AE_FIRE_PT_01577,P070,OCCURRED_AT,102
AE_FIRE_PT_01578,P756,OCCURRED_AT,577
AE_FIRE_PT_01580,P266,OCCURRED_AT,198
AE_FIRE_PT_01581,P283,OCCURRED_AT,67
AE_FIRE_PT_01582,P347,OCCURRED_AT,19
AE_FIRE_PT_01583,P044,OCCURRED_AT,62
AE_FIRE_PT_01584,P584,OCCURRED_AT,548
AE_FIRE_PT_01585,P584,OCCURRED_AT,548
AE_FIRE_PT_01586,P406,OCCURRED_AT,371
AE_FIRE_PT_01589,P251,OCCURRED_AT,382
AE_FIRE_PT_01590,P331,OCCURRED_AT,375
AE_FIRE_PT_01591,P981,OCCURRED_AT,91
AE_FIRE_PT_01592,P361,OCCURRED_AT,83
AE_FIRE_PT_01593,P020,OCCURRED_AT,399
AE_FIRE_PT_01594,P012,OCCURRED_AT,142
AE_FIRE_PT_01595,P012,OCCURRED_AT,142
AE_FIRE_PT_01596,P220,OCCURRED_AT,160
AE_FIRE_PT_01597,P220,OCCURRED_AT,160
AE_FIRE_PT_01598,P082,OCCURRED_AT,192
AE_FIRE_PT_01599,P220,OCCURRED_AT,175
AE_FIRE_PT_01600,P220,OCCURRED_AT,175
AE_FIRE_PT_01601,P220,OCCURRED_AT,175
AE_FIRE_PT_01602,P808,OCCURRED_AT,767
AE_FIRE_PT_01603,P053,OCCURRED_AT,442
AE_FIRE_PT_01605,P147,OCCURRED_AT,252
AE_FIRE_PT_01606,P090,OCCURRED_AT,461
AE_FIRE_PT_01607,P636,OCCURRED_AT,536
AE_FIRE_PT_01608,P909,OCCURRED_AT,428
AE_FIRE_PT_01609,P137,OCCURRED_AT,258
AE_FIRE_PT_01610,P227,OCCURRED_AT,742
AE_FIRE_PT_01611,P325,OCCURRED_AT,403
AE_FIRE_PT_01612,P103,OCCURRED_AT,129
AE_FIRE_PT_01613,P103,OCCURRED_AT,129
AE_FIRE_PT_01614,P129,OCCURRED_AT,713
AE_FIRE_PT_01615,P129,OCCURRED_AT,713
AE_FIRE_PT_01616,P076,OCCURRED_AT,985
AE_FIRE_PT_01617,P830,OCCURRED_AT,322
AE_FIRE_PT_01618,P830,OCCURRED_AT,322
AE_FIRE_PT_01620,P429,OCCURRED_AT,194
AE_FIRE_PT_01621,P429,OCCURRED_AT,194
AE_FIRE_PT_01622,P429,OCCURRED_AT,194
AE_FIRE_PT_01623,P411,OCCURRED_AT,831
AE_FIRE_PT_01624,P411,OCCURRED_AT,831
AE_FIRE_PT_01625,P044,OCCURRED_AT,1
